reading_id,timestamp,sensor_id,location,grid_x,grid_y,temperature_c,humidity_pct,co2_ppm,noise_db,occupancy
1168,2024-04-28 00:00:00,SENSOR-008,Floor 3 - Zone B,2.959,1.985,22.6,56.6,445.0,43.1,1
1169,2024-04-28 00:00:00,SENSOR-009,Floor 3 - Zone C,3.046,2.98,22.4,65.0,397.0,53.5,0
1170,2024-04-28 00:00:00,SENSOR-010,Floor 4 - Zone A,4.052,0.984,20.8,43.0,428.0,25.0,1
1171,2024-04-28 00:00:00,SENSOR-011,Floor 4 - Zone B,3.978,2.023,23.7,59.1,481.0,59.1,0
1172,2024-04-28 00:00:00,SENSOR-012,Floor 4 - Zone C,4.016,2.955,22.2,56.5,446.0,47.1,1
1173,2024-04-28 00:00:00,SENSOR-013,Rooftop - North,4.959,1.487,25.5,58.2,482.0,49.1,1
1174,2024-04-28 00:00:00,SENSOR-014,Rooftop - South,5.025,2.443,27.4,55.4,413.0,37.4,1
1175,2024-04-28 00:00:00,SENSOR-015,Basement - Main,-0.061,2.04,21.8,42.4,431.0,49.7,1
1176,2024-04-28 00:00:00,SENSOR-016,Basement - Storage,0.014,1.041,21.0,58.9,332.0,41.3,0
1177,2024-04-28 00:00:00,SENSOR-017,Lobby - Entrance,0.466,2.075,22.6,41.7,450.0,50.2,1
1178,2024-04-28 00:00:00,SENSOR-018,Lobby - Reception,0.577,1.113,20.2,61.7,501.0,52.6,1
1179,2024-04-28 00:00:00,SENSOR-019,Carpark - B1,-0.989,2.034,21.4,48.5,361.0,48.7,1
1180,2024-04-28 00:00:00,SENSOR-020,Carpark - B2,-1.975,1.983,21.1,58.5,497.0,28.9,1
1181,2024-04-29 00:00:00,SENSOR-001,Floor 1 - Zone A,1.045,0.944,22.2,69.7,435.0,42.1,1
1182,2024-04-29 00:00:00,SENSOR-002,Floor 1 - Zone B,0.967,1.998,21.6,57.6,427.0,32.5,1
1183,2024-04-29 00:00:00,SENSOR-003,Floor 1 - Zone C,1.038,3.087,22.1,42.1,423.0,38.5,1
1184,2024-04-29 00:00:00,SENSOR-004,Floor 2 - Zone A,2.037,1.077,21.6,66.9,424.0,50.9,0
1185,2024-04-29 00:00:00,SENSOR-005,Floor 2 - Zone B,1.998,1.989,21.1,50.7,577.0,44.1,1
1186,2024-04-29 00:00:00,SENSOR-006,Floor 2 - Zone C,2.003,3.018,20.2,57.1,432.0,53.6,1
1187,2024-04-29 00:00:00,SENSOR-007,Floor 3 - Zone A,3.063,1.051,24.0,44.5,499.0,31.9,1
1188,2024-04-29 00:00:00,SENSOR-008,Floor 3 - Zone B,2.944,2.018,23.0,58.7,530.0,50.8,0
1189,2024-04-29 00:00:00,SENSOR-009,Floor 3 - Zone C,2.98,3.068,22.9,57.1,498.0,36.3,1
1190,2024-04-29 00:00:00,SENSOR-010,Floor 4 - Zone A,3.93,0.971,,64.6,524.0,37.6,0
1191,2024-04-29 00:00:00,SENSOR-011,Floor 4 - Zone B,4.133,2.068,22.2,51.7,486.0,58.0,0
1192,2024-04-29 00:00:00,SENSOR-012,Floor 4 - Zone C,4.022,2.975,22.1,43.2,464.0,31.6,1
1193,2024-04-29 00:00:00,SENSOR-013,Rooftop - North,4.928,1.58,27.1,52.5,376.0,44.8,1
1194,2024-04-29 00:00:00,SENSOR-014,Rooftop - South,4.989,2.477,26.4,63.0,421.0,56.4,1
1195,2024-04-29 00:00:00,SENSOR-015,Basement - Main,-0.008,1.952,19.8,66.6,504.0,38.3,0
1196,2024-04-29 00:00:00,SENSOR-016,Basement - Storage,0.056,0.934,19.3,66.7,428.0,29.0,1
1197,2024-04-29 00:00:00,SENSOR-017,Lobby - Entrance,0.58,1.991,22.1,49.7,516.0,40.0,0
1198,2024-04-29 00:00:00,SENSOR-018,Lobby - Reception,0.506,0.98,21.8,45.8,526.0,32.8,1
1199,2024-04-29 00:00:00,SENSOR-019,Carpark - B1,-1.035,2.043,21.4,43.3,419.0,46.2,1
1200,2024-04-29 00:00:00,SENSOR-020,Carpark - B2,-1.99,1.964,20.4,49.2,464.0,61.3,0
201,2024-03-11 00:00:00,SENSOR-001,Floor 1 - Zone A,0.952,1.046,22.2,60.7,415.0,18.8,0
202,2024-03-11 00:00:00,SENSOR-002,Floor 1 - Zone B,1.032,2.001,20.9,44.0,402.0,37.2,1
203,2024-03-11 00:00:00,SENSOR-003,Floor 1 - Zone C,1.07,2.977,21.7,66.1,418.0,66.1,1
204,2024-03-11 00:00:00,SENSOR-004,Floor 2 - Zone A,2.024,0.952,22.7,62.9,493.0,47.4,1
205,2024-03-11 00:00:00,SENSOR-005,Floor 2 - Zone B,1.985,2.007,21.7,48.6,478.0,28.1,1
